,size,total_sqft,bath,price,site_location,bhk
8891,3 BHK,1621.0,4.0,130.0,Senapati Bapat Road,3
8893,2 BHK,982.0,2.0,47.65,Senapati Bapat Road,2
8894,2 BHK,1694.0,2.0,125.0,Senapati Bapat Road,2
8895,4 BHK,3430.0,6.0,228.5,Senapati Bapat Road,4
8896,2 BHK,1125.0,2.0,62.0,Senapati Bapat Road,2
8897,3 BHK,2160.0,4.0,172.0,Senapati Bapat Road,3
8898,3 BHK,1699.0,3.0,97.0,Senapati Bapat Road,3
8899,4 BHK,3067.0,4.0,230.0,Senapati Bapat Road,4
8900,2 BHK,1200.0,2.0,78.0,Senapati Bapat Road,2
8903,3 BHK,1374.0,2.0,72.0,Senapati Bapat Road,3
8906,2 BHK,900.0,2.0,45.0,Senapati Bapat Road,2
8907,4 Bedroom,3385.0,4.0,260.0,Senapati Bapat Road,4
8908,2 Bedroom,1200.0,2.0,79.0,Senapati Bapat Road,2
8911,4 BHK,1884.0,4.0,120.0,Senapati Bapat Road,4
8912,2 BHK,726.0,2.0,35.0,Senapati Bapat Road,2
8913,2 BHK,937.0,2.0,44.0,Senapati Bapat Road,2
8914,3 BHK,2372.0,3.0,140.0,Senapati Bapat Road,3
8915,4 BHK,3900.0,5.0,360.0,Senapati Bapat Road,4
8919,2 BHK,950.0,2.0,45.68,Senapati Bapat Road,2
8920,3 Bedroom,2400.0,3.0,190.0,Senapati Bapat Road,3
8921,3 BHK,1750.0,3.0,99.0,Senapati Bapat Road,3
8922,2 BHK,1090.0,2.0,59.8,Senapati Bapat Road,2
8923,2 BHK,1004.0,2.0,49.0,Senapati Bapat Road,2
8924,2 BHK,1339.0,2.0,71.5,Senapati Bapat Road,2
8926,3 Bedroom,1200.0,3.0,70.0,Senapati Bapat Road,3
8929,2 BHK,1026.0,2.0,49.95,Senapati Bapat Road,2
8934,2 BHK,1020.0,2.0,48.0,Senapati Bapat Road,2
8937,1 BHK,700.0,1.0,38.0,Senapati Bapat Road,1
8938,2 BHK,1150.0,2.0,58.0,Senapati Bapat Road,2
8939,3 BHK,1385.0,2.0,68.5,Senapati Bapat Road,3
8941,3 BHK,1395.0,3.0,82.0,Senapati Bapat Road,3
8942,2 BHK,1160.0,2.0,49.0,Senapati Bapat Road,2
8944,2 BHK,1200.0,2.0,52.0,Senapati Bapat Road,2
8945,3 BHK,1533.0,3.0,98.18,Senapati Bapat Road,3
8947,3 BHK,1697.0,3.0,110.0,Senapati Bapat Road,3
8948,3 BHK,1284.0,2.0,75.0,Senapati Bapat Road,3
8949,2 BHK,1200.0,2.0,60.0,Senapati Bapat Road,2
8950,2 Bedroom,780.0,2.0,72.0,Senapati Bapat Road,2
8951,2 BHK,1000.0,2.0,48.0,Senapati Bapat Road,2
8953,1 BHK,666.0,1.0,36.8,Senapati Bapat Road,1
8954,1 BHK,460.0,1.0,13.0,Senapati Bapat Road,1
8955,2 BHK,1181.0,2.0,57.0,Senapati Bapat Road,2
8957,1 BHK,450.0,1.0,15.0,Senapati Bapat Road,1
8958,3 BHK,1365.0,3.0,76.18,Senapati Bapat Road,3
8959,3 BHK,1609.0,3.0,115.0,Senapati Bapat Road,3
8960,3 BHK,1680.0,3.0,125.0,Senapati Bapat Road,3
8961,2 BHK,1115.0,2.0,50.0,Senapati Bapat Road,2
8962,3 BHK,1757.0,3.0,98.0,Senapati Bapat Road,3
8965,5 BHK,5384.0,5.0,420.0,Senapati Bapat Road,5
8966,2 BHK,1100.0,2.0,48.0,Senapati Bapat Road,2
8967,2 BHK,1250.0,2.0,55.0,Senapati Bapat Road,2
8968,3 BHK,1254.0,2.0,70.0,Senapati Bapat Road,3
8969,3 BHK,1157.0,2.0,72.0,Senapati Bapat Road,3
8970,1 BHK,612.5,1.0,27.565,Senapati Bapat Road,1
8973,4 BHK,3000.0,4.0,235.0,Senapati Bapat Road,4
8974,2 BHK,1346.0,2.0,74.03,Senapati Bapat Road,2
8975,3 BHK,1990.0,3.0,98.0,Senapati Bapat Road,3
8976,2 BHK,1102.0,2.0,53.67,Senapati Bapat Road,2
8977,3 BHK,1222.0,2.0,68.0,Senapati Bapat Road,3
8978,2 BHK,1135.0,2.0,58.0,Senapati Bapat Road,2
8979,2 BHK,1277.0,2.0,77.0,Senapati Bapat Road,2
8981,3 BHK,1639.5,3.0,92.63,Senapati Bapat Road,3
8982,2 BHK,760.0,2.0,37.49,Senapati Bapat Road,2
8983,2 BHK,1220.0,2.0,89.0,Senapati Bapat Road,2
8984,1 BHK,675.0,1.0,35.0,Senapati Bapat Road,1
8985,3 Bedroom,1750.0,3.0,120.0,Senapati Bapat Road,3
8986,3 BHK,1920.0,3.0,122.0,Senapati Bapat Road,3
8987,3 BHK,1400.0,2.0,78.0,Senapati Bapat Road,3
8991,2 BHK,1314.0,2.0,80.0,Senapati Bapat Road,2
8994,3 BHK,1500.0,2.0,82.0,Senapati Bapat Road,3
8996,3 BHK,2215.0,4.0,152.0,Senapati Bapat Road,3
8997,6 Bedroom,4400.0,6.0,250.0,Shaniwar Peth,6
8998,3 Bedroom,1500.0,3.0,100.0,Shaniwar Peth,3
8999,3 BHK,1868.0,3.0,131.0,Shaniwar Peth,3
9000,2 BHK,1075.0,2.0,60.0,Shaniwar Peth,2
9001,2 BHK,1020.0,2.0,63.0,Shaniwar Peth,2
9002,4 Bedroom,1780.0,4.0,175.0,Shaniwar Peth,4
9004,2 BHK,1341.0,2.0,97.0,Shaniwar Peth,2
9006,2 BHK,1047.0,2.0,82.0,Shaniwar Peth,2
9008,3 Bedroom,1200.0,3.0,68.4,Shaniwar Peth,3
9009,3 BHK,1610.0,3.0,90.0,Shaniwar Peth,3
9010,2 BHK,1700.0,2.0,150.0,Shaniwar Peth,2
9011,2 BHK,1100.0,2.0,37.1,Shaniwar Peth,2
9012,4 Bedroom,2200.0,4.0,235.0,Shaniwar Peth,4
9013,2 BHK,1296.0,2.0,75.0,Shaniwar Peth,2
9014,2 Bedroom,1200.0,2.0,67.0,Shaniwar Peth,2
9016,2 BHK,1161.0,2.0,55.15,Shaniwar Peth,2
9017,3 BHK,1929.0,4.0,103.0,Shaniwar Peth,3
9018,2 BHK,1233.0,2.0,77.65,Shaniwar Peth,2
9019,2 BHK,1060.0,2.0,55.0,Shaniwar Peth,2
9021,2 BHK,1065.0,2.0,50.0,Shaniwar Peth,2
9022,3 BHK,1754.0,3.0,124.0,Shaniwar Peth,3
9023,2 BHK,1150.0,2.0,54.0,Shaniwar Peth,2
9024,2 BHK,1420.0,2.0,99.39,Shaniwar Peth,2
9025,2 BHK,1105.0,2.0,49.73,Shaniwar Peth,2
9026,1 BHK,794.0,1.0,60.0,Shaniwar Peth,1
9027,3 BHK,1700.0,3.0,90.0,Shaniwar Peth,3
9028,3 BHK,1370.0,2.0,75.0,Shaniwar Peth,3
9030,4 BHK,1700.0,4.0,108.0,Shaniwar Peth,4
9031,2 BHK,1110.0,2.0,40.0,Shaniwar Peth,2
9032,3 Bedroom,1500.0,3.0,149.0,Shaniwar Peth,3
9033,2 BHK,1075.0,2.0,60.0,Shaniwar Peth,2
9034,2 BHK,1200.0,2.0,58.0,Shaniwar Peth,2
9035,2 BHK,1115.0,2.0,40.0,Shaniwar Peth,2
9036,3 BHK,1594.0,3.0,125.0,Shaniwar Peth,3
9037,2 BHK,1100.0,2.0,49.0,Shaniwar Peth,2
9038,1 BHK,645.0,1.0,16.45,Shaniwar Peth,1
9039,2 BHK,1143.0,2.0,55.0,Shaniwar Peth,2
9040,3 BHK,1922.0,3.0,106.0,Shaniwar Peth,3
9041,2 BHK,1295.0,2.0,95.0,Shaniwar Peth,2
9042,2 BHK,940.0,2.0,49.0,Shaniwar Peth,2
9043,2 BHK,938.0,2.0,35.0,Shaniwar Peth,2
9046,4 Bedroom,1200.0,3.0,110.0,Shaniwar Peth,4
9047,2 BHK,1128.0,2.0,65.7,Shaniwar Peth,2
9048,3 BHK,2000.0,3.0,145.0,Shaniwar Peth,3
9049,2 BHK,1277.0,2.0,59.0,Shaniwar Peth,2
9051,5 Bedroom,2400.0,5.0,285.0,Shaniwar Peth,5
9052,2 BHK,929.0,2.0,56.0,Shaniwar Peth,2
9053,3 BHK,1678.0,3.0,92.13,Shaniwar Peth,3
9054,2 BHK,1198.0,2.0,54.0,Shaniwar Peth,2
9055,2 BHK,1012.0,2.0,64.0,Shaniwar Peth,2
9056,2 BHK,937.0,2.0,30.0,Shaniwar Peth,2
9058,2 BHK,990.0,2.0,35.0,Shaniwar Peth,2
9059,3 Bedroom,1200.0,2.0,100.0,Shaniwar Peth,3
9060,3 BHK,2000.0,3.0,105.0,Shaniwar Peth,3
9062,3 BHK,1457.0,3.0,85.0,Shaniwar Peth,3
9063,2 BHK,1100.0,2.0,68.0,Shaniwar Peth,2
9065,2 BHK,1250.0,2.0,47.0,Shaniwar Peth,2
9066,2 BHK,870.0,2.0,38.0,Shaniwar Peth,2
9067,3 BHK,2600.0,3.0,199.0,Shaniwar Peth,3
9068,2 BHK,1000.0,2.0,40.0,Shaniwar Peth,2
9069,2 BHK,1194.0,2.0,47.0,Shaniwar Peth,2
9070,2 BHK,1183.0,2.0,77.25,Shaniwar Peth,2
9071,4 Bedroom,3293.0,5.0,425.0,Shaniwar Peth,4
9073,2 BHK,1161.0,2.0,36.69,Shaniwar Peth,2
9074,2 Bedroom,1000.0,2.0,55.0,Shaniwar Peth,2
9075,2 BHK,1364.0,2.0,64.79,Shaniwar Peth,2
9076,2 BHK,770.0,1.0,35.0,Shaniwar Peth,2
9080,2 BHK,1057.0,2.0,30.0,Shaniwar Peth,2
9081,3 BHK,1825.0,3.0,145.0,Shaniwar Peth,3
9082,2 BHK,1027.0,2.0,44.0,Shaniwar Peth,2
9083,2 BHK,991.0,2.0,64.0,Shaniwar Peth,2
9084,2 BHK,1738.0,2.0,57.35,Shaniwar Peth,2
9085,2 BHK,1180.0,2.0,72.0,Shaniwar Peth,2
9086,2 BHK,1187.0,2.0,38.0,Shaniwar Peth,2
9087,2 BHK,1450.0,2.0,90.0,Shaniwar Peth,2
9088,3 BHK,2040.0,3.0,114.0,Shaniwar Peth,3
9089,2 BHK,1179.0,2.0,51.0,Shaniwar Peth,2
9090,2 BHK,1322.0,2.0,70.0,Shaniwar Peth,2
9091,2 BHK,1170.0,2.0,53.11,Shaniwar Peth,2
9092,2 BHK,1070.0,2.0,55.0,Shaniwar Peth,2
9093,3 BHK,1720.0,3.0,224.0,Shaniwar Peth,3
9094,2 BHK,760.0,2.0,38.5,Shaniwar Peth,2
9096,2 BHK,1155.0,2.0,39.0,Shaniwar Peth,2
9098,2 BHK,1100.0,2.0,62.0,Shaniwar Peth,2
9099,2 BHK,1074.0,2.0,42.8,Shaniwar Peth,2
9100,4 BHK,5000.0,4.0,300.0,Shaniwar Peth,4
9102,2 BHK,1116.0,2.0,51.91,Shaniwar Peth,2
9103,2 BHK,1197.0,2.0,76.0,Shaniwar Peth,2
9106,2 BHK,1085.0,2.0,34.2,Shaniwar Peth,2
9109,2 BHK,950.0,2.0,60.0,Shaniwar Peth,2
9110,2 BHK,1260.0,2.0,100.0,Shaniwar Peth,2
9112,2 BHK,1173.0,2.0,78.2,Shaniwar Peth,2
9114,3 BHK,1667.0,3.0,130.0,Shaniwar Peth,3
9115,3 BHK,1660.0,2.0,105.0,Shivaji Nagar,3
9116,2 BHK,883.0,2.0,45.0,Shivaji Nagar,2
9117,2 BHK,930.0,2.0,39.0,Shivaji Nagar,2
9118,2 BHK,1100.0,2.0,50.0,Shivaji Nagar,2
9119,2 BHK,1056.0,2.0,80.0,Shivaji Nagar,2
9120,4 BHK,3385.0,5.0,260.0,Shivaji Nagar,4
9121,2 BHK,1279.0,2.0,77.0,Shivaji Nagar,2
9122,2 BHK,1282.0,2.0,87.0,Shivaji Nagar,2
9124,2 BHK,1225.0,2.0,55.11,Shivaji Nagar,2
9125,2 BHK,1140.0,2.0,43.0,Shivaji Nagar,2
9126,2 BHK,1330.0,2.0,71.0,Shivaji Nagar,2
9127,2 BHK,950.0,2.0,39.0,Shivaji Nagar,2
9129,2 Bedroom,1800.0,1.0,128.0,Shivaji Nagar,2
9130,3 BHK,1480.0,3.0,90.0,Shivaji Nagar,3
9131,3 BHK,1525.0,3.0,100.0,Shivaji Nagar,3
9132,2 BHK,1255.0,2.0,65.26,Shivaji Nagar,2
9133,2 BHK,1170.0,2.0,105.0,Shivaji Nagar,2
9134,2 BHK,1030.0,2.0,61.0,Shivaji Nagar,2
9135,3 BHK,1847.0,3.0,110.0,Shivaji Nagar,3
9137,2 BHK,1015.0,2.0,56.0,Shivaji Nagar,2
9141,2 BHK,1090.0,2.0,54.54,Shivaji Nagar,2
9142,3 BHK,1290.0,2.0,94.5,Shivaji Nagar,3
9143,3 BHK,1682.0,3.0,120.0,Shivaji Nagar,3
9144,2 BHK,1027.0,2.0,43.0,Shivaji Nagar,2
9145,2 BHK,1000.0,2.0,65.3,Shivaji Nagar,2
9146,2 BHK,1128.0,2.0,48.79,Shivaji Nagar,2
9147,2 BHK,1308.0,2.0,83.0,Shivaji Nagar,2
9148,3 BHK,1790.0,3.0,105.0,Shivaji Nagar,3
9149,4 BHK,2987.5,5.0,191.0,Shivaji Nagar,4
9150,5 Bedroom,2500.0,5.0,120.0,Shivaji Nagar,5
9151,4 BHK,3900.0,4.0,333.0,Shivaji Nagar,4
9152,3 BHK,1936.0,3.0,118.0,Shivaji Nagar,3
9153,2 BHK,965.0,2.0,67.0,Shivaji Nagar,2
9154,2 BHK,1098.0,2.0,74.0,Shivaji Nagar,2
9155,2 BHK,1280.0,2.0,80.0,Shivaji Nagar,2
9156,1 BHK,450.0,1.0,25.0,Shivaji Nagar,1
9157,2 BHK,1418.0,2.0,104.0,Shivaji Nagar,2
9158,2 BHK,850.0,2.0,35.0,Shivaji Nagar,2
9159,2 BHK,1236.0,2.0,61.33,Shivaji Nagar,2
9161,3 BHK,1987.0,4.0,165.0,Shivaji Nagar,3
9162,3 BHK,1410.0,2.0,80.0,Shivaji Nagar,3
9163,2 BHK,1190.0,2.0,70.0,Shivaji Nagar,2
9164,3 BHK,1469.0,3.0,89.0,Shivaji Nagar,3
9165,3 BHK,1490.0,2.0,115.0,Shivaji Nagar,3
9166,2 BHK,1050.0,2.0,48.0,Shivaji Nagar,2
9167,2 BHK,845.0,2.0,43.0,Shivaji Nagar,2
9168,3 BHK,2225.0,3.0,149.0,Shivaji Nagar,3
9169,2 BHK,1232.0,2.0,66.0,Shivaji Nagar,2
9170,5 Bedroom,1800.0,4.0,68.0,Shivaji Nagar,5
9171,2 BHK,1194.0,2.0,47.0,Shivaji Nagar,2
9172,3 Bedroom,2400.0,2.0,180.0,Shivaji Nagar,3
9173,3 BHK,1540.0,3.0,90.0,Shivaji Nagar,3
9174,2 BHK,1040.0,2.0,50.0,Shivaji Nagar,2
9175,6 BHK,2400.0,6.0,98.0,Shivaji Nagar,6
9176,2 BHK,1120.0,2.0,50.0,Shivaji Nagar,2
9177,3 BHK,1595.0,3.0,120.0,Shivaji Nagar,3
9178,3 BHK,1820.0,3.0,150.0,Shivaji Nagar,3
9180,2 BHK,1250.0,2.0,110.0,Shivaji Nagar,2
9181,3 BHK,1652.0,3.0,110.0,Shivaji Nagar,3
9182,2 BHK,1174.0,2.0,47.0,Shivaji Nagar,2
9183,2 BHK,1050.0,2.0,75.0,Shivaji Nagar,2
9184,2 BHK,1200.0,2.0,86.0,Shivaji Nagar,2
9185,2 Bedroom,1633.0,2.0,72.0,Shivaji Nagar,2
9186,2 BHK,1300.0,2.0,78.0,Shivaji Nagar,2
9187,2 BHK,1180.0,2.0,59.47,Shivaji Nagar,2
9188,2 BHK,1076.0,2.0,50.0,Shivaji Nagar,2
9190,2 BHK,1220.0,2.0,63.0,Shivaji Nagar,2
9191,3 BHK,2600.0,3.0,195.0,Shivaji Nagar,3
9192,3 BHK,1680.0,3.0,122.0,Shivaji Nagar,3
9193,2 BHK,1489.0,2.0,101.0,Shivaji Nagar,2
9195,1 BHK,662.0,1.0,38.0,Shivaji Nagar,1
9196,2 BHK,1315.0,2.0,50.0,Shivaji Nagar,2
9197,2 BHK,1130.0,2.0,75.0,Shivaji Nagar,2
9198,2 BHK,1150.0,2.0,72.0,Shivaji Nagar,2
9199,2 BHK,1084.0,2.0,53.0,Shivaji Nagar,2
9200,3 BHK,2215.0,4.0,154.0,Shivaji Nagar,3
9201,2 BHK,1315.0,2.0,60.48,Shivaji Nagar,2
9202,2 BHK,1160.0,2.0,57.0,Shivaji Nagar,2
9203,2 BHK,1420.0,2.0,62.0,Shivaji Nagar,2
9204,3 BHK,1450.0,2.0,90.0,Shivaji Nagar,3
9205,5 Bedroom,2400.0,5.0,150.0,Shivaji Nagar,5
9208,1 BHK,1200.0,1.0,65.0,Shivaji Nagar,1
9209,3 BHK,1820.0,3.0,140.0,Shivaji Nagar,3
9210,2 Bedroom,1200.0,2.0,46.13,Shivaji Nagar,2
9211,2 BHK,1192.0,2.0,75.0,Shivaji Nagar,2
9212,1 BHK,644.0,1.0,32.0,Shivaji Nagar,1
9213,2 BHK,1050.0,2.0,43.0,Shivaji Nagar,2
9214,2 BHK,1152.0,2.0,55.0,Shivaji Nagar,2
9215,3 BHK,1400.0,3.0,98.0,Shivaji Nagar,3
9216,1 BHK,760.0,1.0,50.4,Shivaji Nagar,1
9217,4 Bedroom,2100.0,3.0,147.0,Shivaji Nagar,4
9219,2 BHK,1215.0,2.0,43.75,Shivaji Nagar,2
9220,2 BHK,1190.0,2.0,55.0,Shivaji Nagar,2
9221,2 BHK,1270.0,2.0,52.0,Shivaji Nagar,2
9222,4 Bedroom,3203.5,2.0,224.5,Shukrawar Peth,4
9223,1 Bedroom,400.0,1.0,14.0,Shukrawar Peth,1
9224,2 BHK,1380.0,2.0,60.0,Shukrawar Peth,2
9225,1 BHK,595.0,1.0,33.32,Shukrawar Peth,1
9229,2 BHK,1020.0,2.0,45.9,Shukrawar Peth,2
9230,3 BHK,1800.0,3.0,90.0,Shukrawar Peth,3
9231,4 Bedroom,2400.0,4.0,200.0,Shukrawar Peth,4
9233,3 Bedroom,2500.0,3.0,135.0,Shukrawar Peth,3
9235,3 Bedroom,1600.0,2.0,80.0,Shukrawar Peth,3
9236,3 BHK,2800.0,2.0,200.0,Shukrawar Peth,3
9239,1 BHK,500.0,1.0,20.0,Shukrawar Peth,1
9241,3 BHK,1775.0,3.0,110.0,Shukrawar Peth,3
9243,3 BHK,1760.0,3.0,145.0,Shukrawar Peth,3
9244,2 BHK,1448.0,2.0,68.0,Shukrawar Peth,2
9245,2 BHK,1340.0,2.0,61.0,Shukrawar Peth,2
9246,3 BHK,1850.0,4.0,139.0,Shukrawar Peth,3
9247,4 Bedroom,2200.0,4.0,195.0,Shukrawar Peth,4
9248,1 Bedroom,812.0,1.0,26.0,Shukrawar Peth,1
9250,2 BHK,1200.0,2.0,50.0,Shukrawar Peth,2
9251,3 BHK,1700.0,3.0,88.0,Shukrawar Peth,3
9253,4 BHK,3600.0,5.0,220.0,Shukrawar Peth,4
9254,3 BHK,1318.0,2.0,85.28,Shukrawar Peth,3
9255,3 BHK,1371.0,2.0,65.0,Shukrawar Peth,3
9258,3 BHK,1450.0,3.0,77.41,Shukrawar Peth,3
9260,2 BHK,1020.0,2.0,45.0,Shukrawar Peth,2
9261,4 BHK,3216.0,5.0,300.0,Shukrawar Peth,4
9262,3 Bedroom,2400.0,4.0,200.0,Shukrawar Peth,3
9264,2 BHK,883.0,2.0,40.95,Shukrawar Peth,2
9265,2 BHK,1070.0,2.0,45.5,Shukrawar Peth,2
9266,4 BHK,2155.0,3.0,125.0,Shukrawar Peth,4
9267,2 BHK,1100.0,2.0,70.0,Shukrawar Peth,2
9269,3 BHK,1679.0,3.0,92.13,Shukrawar Peth,3
9270,3 BHK,1310.0,2.0,68.0,Shukrawar Peth,3
9271,3 BHK,1766.0,3.0,130.0,Shukrawar Peth,3
9272,2 BHK,1265.0,2.0,67.0,Shukrawar Peth,2
9274,2 BHK,1305.0,2.0,75.0,Shukrawar Peth,2
9276,2 BHK,1125.0,2.0,65.0,Shukrawar Peth,2
9277,2 BHK,900.0,2.0,41.0,Shukrawar Peth,2
9278,2 BHK,1216.0,2.0,69.0,Shukrawar Peth,2
9279,4 BHK,4856.0,5.0,410.0,Shukrawar Peth,4
9280,2 BHK,1485.0,2.0,96.51,Shukrawar Peth,2
9281,2 BHK,1022.0,2.0,57.0,Shukrawar Peth,2
9282,2 BHK,1075.0,2.0,55.0,Shukrawar Peth,2
9283,2 BHK,1100.0,2.0,66.0,Shukrawar Peth,2
9284,3 BHK,1250.0,2.0,68.75,Shukrawar Peth,3
9288,4 Bedroom,1200.0,4.0,95.0,Shukrawar Peth,4
9289,1 BHK,525.0,1.0,26.0,Shukrawar Peth,1
9291,9 Bedroom,3600.0,9.0,240.0,Shukrawar Peth,9
9292,1 BHK,425.0,1.0,15.0,Shukrawar Peth,1
9293,2 BHK,1100.0,2.0,52.0,Shukrawar Peth,2
9294,2 BHK,1153.0,2.0,56.7,Shukrawar Peth,2
9295,3 BHK,1820.0,3.0,85.0,Shukrawar Peth,3
9296,2 BHK,1295.0,2.0,55.47,Shukrawar Peth,2
9297,2 BHK,1050.0,2.0,65.0,Shukrawar Peth,2
9299,3 BHK,1800.0,3.0,130.0,Shukrawar Peth,3
9300,2 BHK,1052.0,2.0,51.0,Shukrawar Peth,2
9301,3 BHK,1265.0,2.0,65.0,Shukrawar Peth,3
9304,2 BHK,799.0,2.0,35.0,Shukrawar Peth,2
9305,2 BHK,1200.0,2.0,54.0,Shukrawar Peth,2
9306,2 Bedroom,1200.0,2.0,110.0,Shukrawar Peth,2
9307,2 BHK,1270.0,2.0,73.0,Shukrawar Peth,2
9308,4 BHK,2774.0,4.0,197.0,Shukrawar Peth,4
9310,2 BHK,1478.0,2.0,125.0,Shukrawar Peth,2
9312,2 BHK,1100.0,2.0,48.0,Shukrawar Peth,2
9314,2 BHK,1100.0,2.0,65.0,Shukrawar Peth,2
9319,3 Bedroom,1800.0,3.0,95.0,Shukrawar Peth,3
9320,4 BHK,1530.0,3.0,87.0,Shukrawar Peth,4
9321,4 BHK,2425.0,5.0,175.0,Shukrawar Peth,4
9323,3 BHK,1449.0,3.0,110.0,Shukrawar Peth,3
9326,2 BHK,965.0,2.0,54.0,Shukrawar Peth,2
9327,2 BHK,1201.0,2.0,80.0,Shukrawar Peth,2
9328,2 BHK,1150.0,2.0,48.5,Shukrawar Peth,2
9329,2 BHK,1053.0,2.0,44.0,Shukrawar Peth,2
9331,2 BHK,1325.0,2.0,59.0,Shukrawar Peth,2
9332,2 BHK,1194.0,2.0,57.0,Shukrawar Peth,2
9333,2 BHK,1080.0,2.0,49.0,Shukrawar Peth,2
9334,3 BHK,1570.0,2.0,95.0,Shukrawar Peth,3
9335,3 BHK,2503.0,3.0,138.0,Shukrawar Peth,3
9336,2 BHK,1250.0,2.0,75.0,Shukrawar Peth,2
9337,2 BHK,1081.0,2.0,60.0,Shukrawar Peth,2
9339,2 BHK,1530.0,2.0,108.0,Shukrawar Peth,2
9341,1 BHK,705.0,1.0,67.0,Sinhagad Road,1
9343,4 BHK,2483.0,5.0,212.0,Sinhagad Road,4
9344,3 BHK,1760.0,2.0,130.0,Sinhagad Road,3
9349,5 Bedroom,1600.0,4.0,125.0,Sinhagad Road,5
9350,3 BHK,1570.0,3.0,80.0,Sinhagad Road,3
9351,4 Bedroom,14000.0,3.0,800.0,Sinhagad Road,4
9352,4 BHK,3467.86,6.0,249.0,Sinhagad Road,4
9356,2 Bedroom,1200.0,2.0,120.0,Sinhagad Road,2
9357,2 BHK,1300.0,2.0,110.0,Sinhagad Road,2
9358,1 BHK,640.0,1.0,55.0,Sinhagad Road,1
9361,3 BHK,2145.0,3.0,175.0,Sinhagad Road,3
9363,3 BHK,1762.0,3.0,110.0,Sinhagad Road,3
9368,3 BHK,1575.0,2.0,110.0,Sinhagad Road,3
9370,3 BHK,1749.0,3.0,115.0,Sinhagad Road,3
9384,3 BHK,1300.0,2.0,75.0,Sinhagad Road,3
9385,4 Bedroom,2675.0,4.0,290.0,Sinhagad Road,4
9388,1 BHK,500.0,1.0,15.0,Sinhagad Road,1
9389,1 BHK,525.0,2.0,27.0,Sinhagad Road,1
9390,3 BHK,1737.0,2.0,95.0,Sinhagad Road,3
9391,4 Bedroom,2100.0,3.0,125.0,Sinhagad Road,4
9394,4 BHK,2690.0,4.0,185.0,Sinhagad Road,4
9401,3 BHK,1655.0,3.0,120.0,Sinhagad Road,3
9403,2 BHK,1040.0,2.0,68.59,Sinhagad Road,2
9408,1 Bedroom,600.0,1.0,35.0,Sinhagad Road,1
9409,4 Bedroom,1250.0,4.0,100.0,Sinhagad Road,4
9411,4 BHK,2340.0,4.0,145.0,Sinhagad Road,4
9417,2 BHK,980.0,2.0,86.0,Sinhagad Road,2
9418,1 BHK,790.5,1.0,42.295,Sinhagad Road,1
9419,3 BHK,1450.0,2.0,75.0,Sinhagad Road,3
9420,3 BHK,1278.0,3.0,62.71,Sinhagad Road,3
9421,3 BHK,1559.0,3.0,81.55,Sinhagad Road,3
9422,3 Bedroom,1400.0,2.0,78.0,Sinhagad Road,3
9424,3 BHK,1723.0,3.0,95.0,Sinhagad Road,3
9426,4 Bedroom,6000.0,4.0,625.0,Sinhagad Road,4
9427,3 BHK,1800.0,3.0,175.0,Sinhagad Road,3
9428,3 BHK,1720.0,3.0,150.0,Sinhagad Road,3
9433,4 Bedroom,1500.0,3.0,162.0,Sinhagad Road,4
9436,3 BHK,2045.0,3.0,108.0,Sinhagad Road,3
9437,3 BHK,1886.0,3.0,205.0,Sinhagad Road,3
9439,3 Bedroom,3425.0,3.0,320.0,Sinhagad Road,3
9440,3 BHK,3300.0,3.0,165.0,Sinhagad Road,3
9441,3 Bedroom,2500.0,3.0,250.0,Sinhagad Road,3
9444,3 BHK,1684.0,3.0,120.0,Sinhagad Road,3
9446,3 BHK,1615.0,3.0,97.0,Sinhagad Road,3
9447,3 BHK,1500.0,3.0,88.0,Sinhagad Road,3
9451,8 Bedroom,4000.0,8.0,160.0,Sinhagad Road,8
9452,2 BHK,1290.0,2.0,88.0,Sinhagad Road,2
9454,3 BHK,1644.0,3.0,80.51,Sinhagad Road,3
9455,3 BHK,1600.0,2.0,140.0,Sinhagad Road,3
9457,3 BHK,1730.0,3.0,125.0,Sinhagad Road,3
9459,2 BHK,770.0,1.0,36.0,Somwar Peth,2
9460,3 BHK,2026.0,3.0,132.0,Somwar Peth,3
9461,2 BHK,1166.0,2.0,55.0,Somwar Peth,2
9462,3 BHK,1800.0,3.0,110.0,Somwar Peth,3
9463,3 BHK,2225.0,3.0,160.0,Somwar Peth,3
9464,2 BHK,1260.0,2.0,67.39,Somwar Peth,2
9465,3 BHK,1750.0,3.0,85.0,Somwar Peth,3
9466,3 BHK,1665.0,3.0,86.58,Somwar Peth,3
9467,2 BHK,1495.0,2.0,79.5,Somwar Peth,2
9469,2 BHK,1093.0,2.0,70.0,Somwar Peth,2
9470,1 BHK,500.0,1.0,20.0,Somwar Peth,1
9471,3 BHK,1530.0,2.0,74.4,Somwar Peth,3
9472,3 BHK,1410.0,3.0,65.0,Somwar Peth,3
9473,2 Bedroom,1500.0,2.0,60.0,Somwar Peth,2
9474,3 BHK,1482.0,2.0,92.0,Somwar Peth,3
9475,2 BHK,1000.0,2.0,50.0,Somwar Peth,2
9477,2 BHK,972.0,2.0,44.0,Somwar Peth,2
9478,2 BHK,1080.0,2.0,37.0,Somwar Peth,2
9479,2 BHK,900.0,2.0,42.0,Somwar Peth,2
9482,2 BHK,1105.0,2.0,38.65,Somwar Peth,2
9483,1 Bedroom,600.0,1.0,32.0,Somwar Peth,1
